,cod_new,dsg_new,cod_old,dsg_old,Designação antiga,Observações (até 2013),Observações (após 2013),Concelho,Unnamed: 8,Unnamed: 9
2391,111609,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTO ADRIÃO E OLIVAL DE BASTO,111606,PÓVOA DE SANTO ADRIÃO,,"VILA (L. 28/86, DE 23 AGO.); FREG. ALTERADA (L. 28/97, 12 JUL.); EM 1989 DEU ORIGEM À FREG. DE OLIVAL DE BASTO",,ODIVELAS,,
2392,111610,UNIÃO DAS FREGUESIAS DE RAMADA E CANEÇAS,111601,CANEÇAS,,"VILA E NOME (L. 77/91, DE 16 AGO.); EM 1989, JUNTAMENTE COM A FREG. DE ODIVELAS, DEU ORIGEM À FREG. DE FAMÕES",,ODIVELAS,,
2393,111610,UNIÃO DAS FREGUESIAS DE RAMADA E CANEÇAS,111607,RAMADA,,"NOVA FREG. (L. 67/89, DE 25 AGO.); SAÍDA DA FREG. DE ODIVELAS",,ODIVELAS,,
2394,120101,ALTER DO CHÃO,120101,ALTER DO CHÃO,,VILA (ORIGEM DESCONHECIDA),,ALTER DO CHAO,,
2395,120102,CHANCELARIA,120102,CHANCELARIA,CHANÇA - SANTO ESTEVÃO,"EM 1976 DEU ORIGEM À FREG. DE CUNHEIRA (DEC. L. 148/76, DE 20 FEV.)",,ALTER DO CHAO,,
2396,120103,SEDA,120103,SEDA,,,,ALTER DO CHAO,,
2397,120104,CUNHEIRA,120104,CUNHEIRA,,"FREG. (DEC. L. 148/76, DE 20 FEV.); SAÍDA DA FREG. DE CHANCELARIA",,ALTER DO CHAO,,
2398,120201,ASSUNÇÃO,120201,ASSUNÇÃO,,"O DEC. L. 27424, DE 31 DEZ. 1936, INTEGRA AS FREG., ENTÃO EXTINTAS, DE ROSÁRIO E SÃO BARTOLOMEU, NA FREG. DE ASSUNÇÃO; VILA (ORIGEM DESCONHECIDA)",,ARRONCHES,,
2399,120202,ESPERANÇA,120202,ESPERANÇA,,,,ARRONCHES,,
2400,120203,MOSTEIROS,120203,MOSTEIROS,,,,ARRONCHES,,
2401,120302,ALDEIA VELHA,120302,ALDEIA VELHA,,,,AVIS,,
2402,120303,AVIS,120303,AVIS,,,,AVIS,,
2403,120305,ERVEDAL,120305,ERVEDAL,,,,AVIS,,
2404,120306,FIGUEIRA E BARROS,120306,FIGUEIRA E BARROS,,,,AVIS,,
2405,120309,UNIÃO DAS FREGUESIAS DE ALCÓRREGO E MARANHÃO,120301,ALCÔRREGO,,,,AVIS,,
2406,120309,UNIÃO DAS FREGUESIAS DE ALCÓRREGO E MARANHÃO,120307,MARANHÃO,,,,AVIS,,
2407,120310,UNIÃO DAS FREGUESIAS DE BENAVILA E VALONGO,120304,BENAVILA,,,,AVIS,,
2408,120310,UNIÃO DAS FREGUESIAS DE BENAVILA E VALONGO,120308,VALONGO,,,,AVIS,,
2409,120401,NOSSA SENHORA DA EXPECTAÇÃO,120401,NOSSA SENHORA DA EXPECTAÇÃO,,,,CAMPO MAIOR,,
2410,120402,NOSSA SENHORA DA GRAÇA DOS DEGOLADOS,120402,NOSSA SENHORA DA GRAÇA DOS DEGOLADOS,,"PELO DEC. L. 12758, DE 06 DEZ. 1926, A FREG. DE NOSSA SRA. DA GRAÇA DOS DEGOLADOS FICA DEFINITIVAMENTE NESTE CONC., PORÉM, SEM ALGUMAS DAS PROPRIEDADES QUE FICARAM NO CONC. DE ARRONCHES",,CAMPO MAIOR,,
2411,120403,SÃO JOÃO BAPTISTA,120403,SÃO JOÃO BAPTISTA,,,,CAMPO MAIOR,,
2412,120501,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,120501,NOSSA SENHORA DA GRAÇA DE PÓVOA E MEADAS,,,,CASTELO DE VIDE,,
2413,120502,SANTA MARIA DA DEVESA,120502,SANTA MARIA DA DEVESA,,VILA (ORIGEM DESCONHECIDA),,CASTELO DE VIDE,,
2414,120503,SANTIAGO MAIOR,120503,SANTIAGO MAIOR,,VILA (ORIGEM DESCONHECIDA),,CASTELO DE VIDE,,
2415,120504,SÃO JOÃO BAPTISTA,120504,SÃO JOÃO BAPTISTA,,VILA (ORIGEM DESCONHECIDA),,CASTELO DE VIDE,,
2416,120601,ALDEIA DA MATA,120601,ALDEIA DA MATA,,,,CRATO,,
2417,120604,GÁFETE,120604,GÁFETE,,,,CRATO,,
2418,120605,MONTE DA PEDRA,120605,MONTE DA PEDRA,,,,CRATO,,
2419,120607,"UNIÃO DAS FREGUESIAS DE CRATO E MÁRTIRES, FLOR DA ROSA E VALE DO PESO",120602,CRATO E MÁRTIRES,,VILA (ORIGEM DESCONHECIDA),,CRATO,,
