,cod_new,dsg_new,cod_old,dsg_old,Designação antiga,Observações (até 2013),Observações (após 2013),Concelho,Unnamed: 8,Unnamed: 9
2276,110699,MOSCAVIDE - OLIVAIS - PARQUE DAS NAÇÕES - PORTELA - PRIOR VELHO - SACAVÉM,110723,PRIOR VELHO,,"NOVA FREG. (L. 69/89, DE 25 AGO.); SAÍDA DA FREG. DE SACAVÉM. ELEVAÇÃO A VILA (L. 40/2009, DE 3 AGO)",,LOURES,,
2277,110728,"UNIÃO DAS FREGUESIAS DE SANTA IRIA DE AZOIA, SÃO JOÃO DA TALHA E BOBADELA",110713,SANTA IRIA DE AZOIA,,"VILA (L. 22/88, DE 01 FEV.)",,LOURES,,
2278,110728,"UNIÃO DAS FREGUESIAS DE SANTA IRIA DE AZOIA, SÃO JOÃO DA TALHA E BOBADELA",110715,SÃO JOÃO DA TALHA,,EM 1989 DEU ORIGEM À FREG. DE BOBADELA,,LOURES,,
2279,110728,"UNIÃO DAS FREGUESIAS DE SANTA IRIA DE AZOIA, SÃO JOÃO DA TALHA E BOBADELA",110722,BOBADELA,,"NOVA FREG. (L. 68/89, DE 25 AGO.); VILA (L. 57/97, DE 12 JUL.); SAÍDA DA FREG. DE S. JOÃO DA TALHA",,LOURES,,
2280,110729,UNIÃO DAS FREGUESIAS DE SANTO ANTÃO E SÃO JULIÃO DO TOJAL,110716,SÃO JULIÃO DO TOJAL,,,,LOURES,,
2281,110729,UNIÃO DAS FREGUESIAS DE SANTO ANTÃO E SÃO JULIÃO DO TOJAL,110714,SANTO ANTÃO DO TOJAL,,,,LOURES,,
2282,110730,UNIÃO DAS FREGUESIAS DE SANTO ANTÓNIO DOS CAVALEIROS E FRIELAS,110706,FRIELAS,,,,LOURES,,
2283,110730,UNIÃO DAS FREGUESIAS DE SANTO ANTÓNIO DOS CAVALEIROS E FRIELAS,110724,SANTO ANTÓNIO DOS CAVALEIROS,,"NOVA FREG. (L. 70/89, DE 25 AGO.); VILA (L. 92/91, DE 16 AGO.); FREG. ALTERADA (L. 28/97, DE 12 JUL.); SAÍDA DA FREG. DE LOURES",,LOURES,,
2284,110803,MOITA DOS FERREIROS,110803,MOITA DOS FERREIROS,,,,LOURINHA,,
2285,110805,REGUENGO GRANDE,110805,REGUENGO GRANDE,,,,LOURINHA,,
2286,110806,SANTA BÁRBARA,110806,SANTA BÁRBARA,,"FREG. (DEC. L. 38955, DE 16 OUT. 1952); SAÍDA DA FREG. DE LOURINHÃ; EM 1984 DEU ORIGEM À FREG. DE RIBAMAR (L. 59/84, DE 31 DEZ.)",,LOURINHA,,
2287,110808,VIMEIRO,110808,VIMEIRO,,,,LOURINHA,,
2288,110810,RIBAMAR,110810,RIBAMAR,,"FREG. (L. 59/84, DE 31 DEZ.); VILA (L. 63/97, DE 12 JUL.); SAÍDA DA FREG. DE STA. BÁRBARA",,LOURINHA,,
2289,110812,UNIÃO DAS FREGUESIAS DE LOURINHÃ E ATALAIA,110801,LOURINHÃ,,"EM 1952 DEU ORIGEM À FREG. DE STA. BÁRBARA (DEC. L. 38955, DE 16 OUT.); EM 1985 DEU ORIGEM À FREG. DE ATALAIA (L. 101/85, DE 4 OUT.)",,LOURINHA,,
2290,110812,UNIÃO DAS FREGUESIAS DE LOURINHÃ E ATALAIA,110811,ATALAIA,,"FREG. (L. 101/85, DE 04 OUT.); SAÍDA DA FREG. DE LOURINHÃ",,LOURINHA,,
2291,110813,UNIÃO DAS FREGUESIAS DE MIRAGAIA E MARTELEIRA,110802,MIRAGAIA,,"EM 1984 DEU ORIGEM À FREG. DE MARTEL.RA (L. 58/84, DE 31 DEZ.)",,LOURINHA,,
2292,110813,UNIÃO DAS FREGUESIAS DE MIRAGAIA E MARTELEIRA,110809,MARTELEIRA,,"FREG. (L. 58/84, DE 31 DEZ.); SAÍDA DA FREG. DE MIRAGAIA",,LOURINHA,,
2293,110814,UNIÃO DAS FREGUESIAS DE SÃO BARTOLOMEU DOS GALEGOS E MOLEDO,110804,MOLEDO,,,,LOURINHA,,
2294,110814,UNIÃO DAS FREGUESIAS DE SÃO BARTOLOMEU DOS GALEGOS E MOLEDO,110807,SÃO BARTOLOMEU DOS GALEGOS,,,,LOURINHA,,
2295,110902,CARVOEIRA,110902,CARVOEIRA,REGUENGO DE CARVOEIRA,,,MAFRA,,
2296,110904,ENCARNAÇÃO,110904,ENCARNAÇÃO,FANGA DA FÉ,,,MAFRA,,
2297,110906,ERICEIRA,110906,ERICEIRA,,,,MAFRA,,
2298,110909,MAFRA,110909,MAFRA,,VILA (ORIGEM DESCONHECIDA),,MAFRA,,
2299,110911,MILHARADO,110911,MILHARADO,,"EM 1985 DEU ORIGEM À FREG. DE VENDA DO PINHEIRO (L. 88/85, DE 4 OUT.)",,MAFRA,,
2300,110913,SANTO ISIDORO,110913,SANTO ISIDORO,,,,MAFRA,,
2301,110918,UNIÃO DAS FREGUESIAS DE AZUEIRA E SOBRAL DA ABELHEIRA,110901,AZUEIRA,,,,MAFRA,,
2302,110918,UNIÃO DAS FREGUESIAS DE AZUEIRA E SOBRAL DA ABELHEIRA,110914,SOBRAL DA ABELHEIRA,,,,MAFRA,,
2303,110919,"UNIÃO DAS FREGUESIAS DE ENXARA DO BISPO, GRADIL E VILA FRANCA DO ROSÁRIO",110905,ENXARA DO BISPO,,EM 1939 DEU ORIGEM À FREG. DE VILA FRANCA DO ROSÁRIO,,MAFRA,,
2304,110919,"UNIÃO DAS FREGUESIAS DE ENXARA DO BISPO, GRADIL E VILA FRANCA DO ROSÁRIO",110907,GRADIL,,,,MAFRA,,
2305,110919,"UNIÃO DAS FREGUESIAS DE ENXARA DO BISPO, GRADIL E VILA FRANCA DO ROSÁRIO",110915,VILA FRANCA DO ROSÁRIO,,"FREG. (DEC. L. 30104, DE 05 DEZ. 1939); SAÍDA DA FREG. DE ENXARA DO BISPO",,MAFRA,,
2306,110920,UNIÃO DAS FREGUESIAS DE IGREJA NOVA E CHELEIROS,110903,CHELEIROS,,,,MAFRA,,
2307,110920,UNIÃO DAS FREGUESIAS DE IGREJA NOVA E CHELEIROS,110908,IGREJA NOVA,,"EM 1985, JUNTAMENTE COM A FREG. DE MALVEIRA, DEU ORIGEM À FREG. DE S. MILGUEL DE ALCAINÇA (L. 100/85, DE 4 OUT.)",,MAFRA,,
2308,110921,UNIÃO DAS FREGUESIAS DE MALVEIRA E SÃO MIGUEL DE ALCAINÇA,110910,MALVEIRA,ALCAINÇA,"NOME (L. 1427, DE 28 MAI. 1923); VILA (L. 54/85, DE 25 SET.); EM 1985, JUNTAMENTE COM A FREG. DE IGREJA NOVA, DEU ORIGEM À FREG. DE SÃO MILGUEL DE ALCAINÇA",,MAFRA,,
2309,110921,UNIÃO DAS FREGUESIAS DE MALVEIRA E SÃO MIGUEL DE ALCAINÇA,110917,SÃO MIGUEL DE ALCAINÇA,,"FREG. (L. 100/85, DE 04 OUT.); SAÍDA DAS FREG. DE IGREJA NOVA E DE MALVEIRA",,MAFRA,,
2310,110922,UNIÃO DAS FREGUESIAS DE VENDA DO PINHEIRO E SANTO ESTÊVÃO DAS GALÉS,110912,SANTO ESTÊVÃO DAS GALÉS,,,,MAFRA,,
2311,110922,UNIÃO DAS FREGUESIAS DE VENDA DO PINHEIRO E SANTO ESTÊVÃO DAS GALÉS,110916,VENDA DO PINHEIRO,,"FREG. (L. 88/85, DE 04 OUT.); SAÍDA DA FREG. DE MILHARADO",,MAFRA,,
2312,111002,BARCARENA,111002,BARCARENA,,"REDEFINIÇÃO DE FREG. (L. 17Q/93, DE 11 JUN.); EM 1953, JUNTAMENTE COM A FREG. DE PAÇO DE ARCOS DERAM ORIGEM À FREG. DE AGUALVA-CACÉM;",,OEIRAS,,
2313,111009,PORTO SALVO,111009,PORTO SALVO,,"NOVA FREG. (L. 17J/93, DE 11 JUN.)",,OEIRAS,,
2314,111012,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",111006,ALGÉS,,"NOVA FREG. (L. 17I/93, DE 11 JUN.); VILA (L. 86/91, DE 16 AGO.)",,OEIRAS,,
2315,111012,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",111007,CRUZ QUEBRADA-DAFUNDO,,"NOVA FREG. (L. 17H/93, DE 11 JUN.). 'VILA (L. 42/2011, DE 22 JUN.)",,OEIRAS,,
2316,111012,"UNIÃO DAS FREGUESIAS DE ALGÉS, LINDA-A-VELHA E CRUZ QUEBRADA-DAFUNDO",111008,LINDA-A-VELHA,,"NOVA FREG. (L. 17F/93, DE 11 JUN.); VILA (L. 88/91, DE 16 AGO.)",,OEIRAS,,
2317,111013,UNIÃO DAS FREGUESIAS DE CARNAXIDE E QUEIJAS,111003,CARNAXIDE,,"REDEFINIÇÃO DE FREG. (L. 17P/93, DE 11 JUN.); VILA (L. 87/91, DE 16 AGO.)",,OEIRAS,,
2318,111013,UNIÃO DAS FREGUESIAS DE CARNAXIDE E QUEIJAS,111010,QUEIJAS,,"NOVA FREG. (L. 17G/93, DE 11 JUN.)",,OEIRAS,,
2319,111014,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",111004,OEIRAS E SÃO JULIÃO DA BARRA,,"REDEFINIÇÃO DE FREG. (L. 17O/93, DE 11 JUN.)",,OEIRAS,,
2320,111014,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",111005,PAÇO DE ARCOS,,"REDEF. FREG. (L. 17R/93, DE 11 JUN.); EM 1953, JUNTAMENTE COM A FREG. DE BARCARENA DERAM ORIGEM À FREG. DE AGUALVA-CACÉM; O DEC. L. 15285, DE 27 MAR. 1928, DELIMITAVA A FREG. DE PAÇO DE ARCOS; EM 2001 DEU ORIGEM À FREG. DE CAXIAS",,OEIRAS,,
2321,111014,"UNIÃO DAS FREGUESIAS DE OEIRAS E SÃO JULIÃO DA BARRA, PAÇO DE ARCOS E CAXIAS",111011,CAXIAS,,"FREGUESIA (LEI 18-B/2001, DE 3 JUL.); SAÍDA DA FREGUESIA DE PAÇO DE ARCOS",,OEIRAS,,
2322,111102,ALGUEIRÃO-MEM MARTINS,111102,ALGUEIRÃO-MEM MARTINS,,"FREG. (DEC. 44147, DE 05 JAN. 1962); VILA (L. 21/88, DE 01 FEV.); SAÍDA DAS FREG. DE RIO DE MOURO, STA. MARIA E S. MIGUEL (SINTRA) E S. PEDRO DE PENAFERRIM (SINTRA)",,SINTRA,,
2323,111105,COLARES,111105,COLARES,,,,SINTRA,,
2324,111108,RIO DE MOURO,111108,RIO DE MOURO,,"EM 1953, JUNTAMENTE COM A FREG. DE BELAS, DEU ORIGEM À FREG. DE AGUALVA-CACÉM (DEC. L. 39210, DE 15 MAI.); EM 1962, JUNTAMENTE COM AS FREG. DE STA. MARIA E S. MIGUEL (SINTRA) E S. PEDRO DE PENAFERRIM (SINTRA), DEU ORIGEM À FREG. DE ALGUEIRÂO-MEM MARTINS (DEC. LEI 44147 DE 05 JAN 1962)",,SINTRA,,
2325,111115,CASAL DE CAMBRA,111115,CASAL DE CAMBRA,,"NOVA FREG. (L. 35/97, DE 12 JUL.); SAÍDA DA FREG. DE BELAS; VILA (L.51/2009, DE 05 AGO.)",,SINTRA,,
2326,111123,"UNIÃO DAS FREGUESIAS DE ALMARGEM DO BISPO, PÊRO PINHEIRO E MONTELAVAR",111103,ALMARGEM DO BISPO,,,,SINTRA,,
2327,111123,"UNIÃO DAS FREGUESIAS DE ALMARGEM DO BISPO, PÊRO PINHEIRO E MONTELAVAR",111106,MONTELAVAR,,"EM 1988 DEU ORIGEM À FREG. DE PÊRO PINHEIRO (L. 57/88, DE 23 MAI.); VILA (L.64/2009, DE 06 AGO.)",,SINTRA,,
2328,111123,"UNIÃO DAS FREGUESIAS DE ALMARGEM DO BISPO, PÊRO PINHEIRO E MONTELAVAR",111114,PÊRO PINHEIRO,,"FREG. (L. 57/88, DE 23 MAI.); SAÍDA DA FREG. DE MONTELAVAR",,SINTRA,,
2329,111125,UNIÃO DAS FREGUESIAS DE MASSAMÁ E MONTE ABRAÃO,111116,MASSAMÁ,,"NOVA FREG. (L. 36/97, DE 12 JUL.); SAÍDA DA FREG. DE QUELUZ",,SINTRA,,
2330,111125,UNIÃO DAS FREGUESIAS DE MASSAMÁ E MONTE ABRAÃO,111117,MONTE ABRAÃO,,"NOVA FREG. (L. 36/97, DE 12 JUL.); SAÍDA DA FREG. DE QUELUZ",,SINTRA,,
2331,111126,UNIÃO DAS FREGUESIAS DE QUELUZ E BELAS,111104,BELAS,,"VILA (L. 77/97, DE 24 JUL.); EM 1953, JUNTAMENTE COM A FREG. DE RIO DE MOURO, DEU ORIGEM À FREG. DE AGUALVA - CACÉM (DEC. L. 39210, DE 15 MAI.); EM 1997 DEU ORIGEM À FREG. DE CASAL DE CAMBRA",,SINTRA,,
2332,111126,UNIÃO DAS FREGUESIAS DE QUELUZ E BELAS,111107,QUELUZ,,"FREG. (CRIADA EM 1935, L. 1790, DE 29 JUN. 1925); FREG. ALTERADA (L. 36/97, DE 12 JUL.); CIDADE (L. 88/97, DE 24 JUL.); EM 1997 DEU ORIGEM ÀS FREG. DE MASSAMÁ E DE MONTE ABRAÃO",,SINTRA,,
2333,111127,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DAS LAMPAS E TERRUGEM,111110,SÃO JOÃO DAS LAMPAS,,,,SINTRA,,
2334,111127,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DAS LAMPAS E TERRUGEM,111113,TERRUGEM,,"VILA (L. 33/2011, DE 22 JUN.)",,SINTRA,,
2335,111128,"UNIÃO DAS FREGUESIAS DE SINTRA (SANTA MARIA E SÃO MIGUEL, SÃO MARTINHO E SÃO PEDRO DE PENAFERRIM)",111109,SINTRA (SANTA MARIA E SÃO MIGUEL),,"FREG.(D.L.10535, DE 12 FEV. 1925); SAÍDA DA FREG. DE S. PEDRO DE PENAFERRIM; REDEF.LIM. COM A FREG. DE S. PEDRO DE PENAFERRIM (L.77/85, DE 03 OUT.); EM 1962, COM AS FREG. DE RIO DE MOURO E DE S. PEDRO DE PENAFERRIM DEU ORIGEM À FREG. DE ALGUEIRÃO-MEM MARTINS (DEC. LEI 44147 DE 05 JAN 1962)",,SINTRA,,
2336,111128,"UNIÃO DAS FREGUESIAS DE SINTRA (SANTA MARIA E SÃO MIGUEL, SÃO MARTINHO E SÃO PEDRO DE PENAFERRIM)",111111,SINTRA (SÃO MARTINHO),,,,SINTRA,,
2337,111128,"UNIÃO DAS FREGUESIAS DE SINTRA (SANTA MARIA E SÃO MIGUEL, SÃO MARTINHO E SÃO PEDRO DE PENAFERRIM)",111112,SINTRA (SÃO PEDRO DE PENAFERRIM),,"REDEF. LIMITES COM A  FREG. DE STA. MARIA E S. MIGUEL (L.77/85, DE 03 OUT.); EM 1925 DEU ORIGEM À FREG. DE STA. MARIA E S. MIGUEL; EM 1962, JUNTAMENTE COM AS FREG. DE RIO DE MOURO E DE STA. MARIA E S. MIGUEL (SINTRA), DEU ORIGEM À FREG. DE ALGUEIRÃO-MEM MARTINS (DEC. LEI 44147 DE 05 JAN 1962)",,SINTRA,,
2338,111201,SANTO QUINTINO,111201,SANTO QUINTINO,,VILA (ORIGEM DESCONHECIDA),,SOBRAL DE MONTE AGRACO,,
2339,111202,SAPATARIA,111202,SAPATARIA,,,,SOBRAL DE MONTE AGRACO,,
2340,111203,SOBRAL DE MONTE AGRAÇO,111203,SOBRAL DE MONTE AGRAÇO,,VILA (ORIGEM DESCONHECIDA),,SOBRAL DE MONTE AGRACO,,
2341,111306,FREIRIA,111306,FREIRIA,,,,TORRES VEDRAS,,
2342,111310,PONTE DO ROL,111310,PONTE DO ROL,,"REDEFINIÇÃO DOS LIMITES DA FREG. (L. 138/85, DE 7 OUT.)",,TORRES VEDRAS,,
2343,111311,RAMALHAL,111311,RAMALHAL,,,,TORRES VEDRAS,,
2344,111314,SÃO PEDRO DA CADEIRA,111314,SÃO PEDRO DA CADEIRA,,,,TORRES VEDRAS,,
2345,111316,SILVEIRA,111316,SILVEIRA,,"FREG. (DEC. L. 12404, DE 28 SET. 1926)",,TORRES VEDRAS,,
2346,111317,TURCIFAL,111317,TURCIFAL,,"VILA (L. 62/97, DE 12 JUL.)",,TORRES VEDRAS,,
2347,111318,VENTOSA,111318,VENTOSA,,,,TORRES VEDRAS,,
2348,111321,UNIÃO DAS FREGUESIAS DE A DOS CUNHADOS E MACEIRA,111301,A DOS CUNHADOS,,"REDEFINIÇÃO DOS LIMITES DA FREG. (L. 137/85, DE 07 OUT.); EM 1997 DEU ORIGEM À FREG. DE MACEIRA",,TORRES VEDRAS,,
2349,111321,UNIÃO DAS FREGUESIAS DE A DOS CUNHADOS E MACEIRA,111320,MACEIRA,,NOVA FREG. (L. 34/97 DE 12 JUL.); SAÍDA DA FREG. DE A DOS CUNHADOS,,TORRES VEDRAS,,
2350,111322,UNIÃO DAS FREGUESIAS DE CAMPELOS E OUTEIRO DA CABEÇA,111302,CAMPELOS,,"FREG. (DEC. L. 35183, 26 NOV. 1945); SAÍDA DA FREG. DE STA. MARIA DO CASTELO E SÃO MIGUEL (TORRES VEDRAS)",,TORRES VEDRAS,,
2351,111322,UNIÃO DAS FREGUESIAS DE CAMPELOS E OUTEIRO DA CABEÇA,111319,OUTEIRO DA CABEÇA,,"FREG. (L. 45/84, DE 31 DEZ.); SAÍDA DA FREG. DE MAXIAL",,TORRES VEDRAS,,
2352,111323,UNIÃO DAS FREGUESIAS DE CARVOEIRA E CARMÕES,111303,CARMÕES,,,,TORRES VEDRAS,,
2353,111323,UNIÃO DAS FREGUESIAS DE CARVOEIRA E CARMÕES,111304,CARVOEIRA,,,,TORRES VEDRAS,,
2354,111324,UNIÃO DAS FREGUESIAS DE DOIS PORTOS E RUNA,111305,DOIS PORTOS,,,,TORRES VEDRAS,,
2355,111324,UNIÃO DAS FREGUESIAS DE DOIS PORTOS E RUNA,111312,RUNA,,,,TORRES VEDRAS,,
2356,111325,UNIÃO DAS FREGUESIAS DE MAXIAL E MONTE REDONDO,111308,MAXIAL,,"EM 1984 DEU ORIGEM À FREG. DE OUTEIRO DA CABEÇA (L. 45/84, DE 31 DEZ.)",,TORRES VEDRAS,,
2357,111325,UNIÃO DAS FREGUESIAS DE MAXIAL E MONTE REDONDO,111309,MONTE REDONDO,,,,TORRES VEDRAS,,
2358,111326,"SANTA MARIA, SÃO PEDRO E MATACÃES",111313,TORRES VEDRAS (SANTA MARIA DO CASTELO E SÃO MIGUEL,,"EM 1945 DEU ORIGEM À FREG. DE CAMPELOS; REDEFINIÇÃO DOS LIMITES DA FREG. (L. 136/85, DE 7 OUT.)","Alteração da Denominação da Freguesia de ""União das Freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães "" para ""Santa Maria, São Pedro e Matacães"" (L. 88/2015 de 10 de agosto).",TORRES VEDRAS,,
2359,111326,"SANTA MARIA, SÃO PEDRO E MATACÃES",111313,TORRES VEDRAS (SANTA MARIA DO CASTELO E SÃO MIGUEL),,"EM 1945 DEU ORIGEM À FREG. DE CAMPELOS; REDEFINIÇÃO DOS LIMITES DA FREG. (L. 136/85, DE 7 OUT.)","Alteração da Denominação da Freguesia de ""União das Freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães "" para ""Santa Maria, São Pedro e Matacães"" (L. 88/2015 de 10 de agosto).",TORRES VEDRAS,,
2360,111326,"SANTA MARIA, SÃO PEDRO E MATACÃES",111315,TORRES VEDRAS (SÃO PEDRO E SÃO TIAGO),,"REDEFINIÇÃO DOS LIMITES DA FREG. (L. 140/85, DE 12 OUT.)",,TORRES VEDRAS,,
2361,111326,"SANTA MARIA, SÃO PEDRO E MATACÃES",111315,TORRES VEDRAS (SÃO PEDRO E SANTIAGO),,"REDEFINIÇÃO DOS LIMITES DA FREG. (L. 140/85, DE 12 OUT.)",,TORRES VEDRAS,,
2362,111326,"SANTA MARIA, SÃO PEDRO E MATACÃES",111307,MATACÃES,,,,TORRES VEDRAS,,
2363,111408,VIALONGA,111408,VIALONGA,,"EM 1985 DEU ORIGEM À FREG. DE FORTE DA CASA (L. 120/85, DE 4 OUT.)",,VILA FRANCA DE XIRA,,
2364,111409,VILA FRANCA DE XIRA,111409,VILA FRANCA DE XIRA,,"CIDADE (L. 14/84, DE 28 JUN.)",,VILA FRANCA DE XIRA,,
2365,111412,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",111401,ALHANDRA,,"FREG. ALT. (D.L. 29056, DE 11 JUL. 1922); VILA (L. 61/97, DE 12 JUL.); O D.L. 29056, DE 14 OUT. 1938, DEFINE O LIMITE COM A FREG. DE S. JOÃO DOS MONTES; EM 1922, RECEBE O SÍTIO ""TERMO DE ALVERCA"", QUE TRANSITA DA FREG. DE ALVERCA DO RIBATEJO",,VILA FRANCA DE XIRA,,
2366,111412,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",111407,SÃO JOÃO DOS MONTES,,"O DEC. L. 29056, DE 14 OUT. 1938, DEFINE O LIMITE ENTRE ESTA FREG., E A FREG. DE ALHANDRA",,VILA FRANCA DE XIRA,,
2367,111412,"UNIÃO DAS FREGUESIAS DE ALHANDRA, SÃO JOÃO DOS MONTES E CALHANDRIZ",111404,CALHANDRIZ,,,,VILA FRANCA DE XIRA,,
2368,111413,UNIÃO DAS FREGUESIAS DE ALVERCA DO RIBATEJO E SOBRALINHO,111402,ALVERCA DO RIBATEJO,,"EM 1922 PERDE O SÍTIO ""TERMO DE ALVERCA"", EM FAVOR DA FREG. DE ALHANDRA; EM 1997 DEU ORIGEM À FREG. DE SOBRALINHO (L. 119/85, DE 4 OUT.)",,VILA FRANCA DE XIRA,,
2369,111413,UNIÃO DAS FREGUESIAS DE ALVERCA DO RIBATEJO E SOBRALINHO,111410,SOBRALINHO,,"FREG. (L. 119/85, DE 04 OUT.); SAÍDA DA FREG. DE ALVERCA DO RIBATEJO",,VILA FRANCA DE XIRA,,
2370,111414,UNIÃO DAS FREGUESIAS DE CASTANHEIRA DO RIBATEJO E CACHOEIRAS,111403,CACHOEIRAS,,,,VILA FRANCA DE XIRA,,
2371,111414,UNIÃO DAS FREGUESIAS DE CASTANHEIRA DO RIBATEJO E CACHOEIRAS,111405,CASTANHEIRA DO RIBATEJO,,"VILA (L. 49/85, DE 24 SET.)",,VILA FRANCA DE XIRA,,
2372,111415,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTA IRIA E FORTE DA CASA,111406,PÓVOA DE SANTA IRIA,,"FREG. (L. 508, DE 13 ABR. 1916, ENTÃO DO CONC. DE LOURES); VILA (L. 50/85, DE 24 SET.); PELO DEC. L. 12614, DE 01 NOV. 1926, A FREG. DE PÓVOA DE STA. IRIA PASSA PARA ESTE CONC., VINDA DO CONC. DE LOURES",,VILA FRANCA DE XIRA,,
2373,111415,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTA IRIA E FORTE DA CASA,111411,FORTE DA CASA,,"FREG. (L. 120/85, DE 04 OUT.); SAÍDA DA FREG. DE VIALONGA",,VILA FRANCA DE XIRA,,
2374,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111501,ALFRAGIDE,,"FREG. (L. 45/79, DE 11 SET.)",,AMADORA,,
2375,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111503,BURACA,,"FREG. (L. 45/79, DE 11 SET.)",,AMADORA,,
2376,111514,ENCOSTA DO SOL,111502,BRANDOA,,"FREG. (L. 45/79, DE 11 SET.); FREG. ALTERADA (L. 37/97, DE 12 JUL.); EM 1997 DEU ORIGEM À FREG. DE ALFORNELOS",,AMADORA,,
2377,111514,ENCOSTA DO SOL,111509,ALFORNELOS,,"NOVA FREG. (L. 37/97, DE 12 JUL.); SAÍDA DA FREG. DE BRANDOA",,AMADORA,,
2378,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111504,DAMAIA,,"FREG. (L. 45/79, DE 11 SET.)",,AMADORA,,
2379,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111507,REBOLEIRA ,,"CIDADE (L. 58/79, DE 17 SET.); FREG. (L. 45/79, DE 11 SET.)",,AMADORA,,
2380,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111507,REBOLEIRA,,"CIDADE (L. 58/79, DE 17 SET.); FREG. (L. 45/79, DE 11 SET.)",,AMADORA,,
2381,111515,FALAGUEIRA-VENDA NOVA,111505,FALAGUEIRA,,"FREG. (L. 45/79, DE 11 SET.); FREG. ALTERADA E NOME (L. 37/97, DE 12 JUL.); CIDADE (L. 58/79, 17 SET.); EM 1997 DEU ORIGEM À FREG. DE VENDA NOVA (AMADORA)",,AMADORA,,
2382,111515,FALAGUEIRA-VENDA NOVA,111511,VENDA NOVA,,"CIDADE (L. 58/79, DE 17 SET.); NOVA FREG. (L. 37/97, DE 12 JUL.); SAÍDA DA FREG. DE FALAGUEIRA (AMADORA)",,AMADORA,,
2383,111516,MINA DE ÁGUA,111506,MINA,,"CIDADE (L. 58/79, DE 17 SET.); FREG. ALTERADA E NOME (L. 37/97, DE 12 JUL.); EM 1997 DEU ORIGEM À FREG. DE SÃO BRÁS (AMADORA)",,AMADORA,,
2384,111516,MINA DE ÁGUA,111510,SÃO BRÁS,,"CIDADE (L. 58/79, DE 17 SET.); NOVA FREG. (L. 37/97, DE 12 JUL.); SAÍDA DA FREG. DE MINA (AMADORA)",,AMADORA,,
2385,111599,ALFRAGIDE - BURACA - DAMAIA - REBOLEIRA - VENTEIRA,111508,VENTEIRA,,"CIDADE (L. 58/79, DE 17 SET.); FREG. (L. 45/79, DE 11 SET.)",,AMADORA,,
2386,111603,ODIVELAS,111603,ODIVELAS,ODIVELAS (LUMIAR E CARNIDE),"EM 1984 DEU ORIGEM À FREG. DE PONTINHA (L. 44/84, DE 31 DEZ.); EM 1989, JUNTAMENTE COM A FREG. DE CANEÇAS, DEU ORIGEM À FREG. DE FAMÕES; EM 1989 DEU ORIGEM À FREG. DE RAMADA; NOME (L. 23/2001, DE 12 JULHO)",Retificação do limite (L. 44/84 de 31-12-1984),ODIVELAS,,
2387,111608,UNIÃO DAS FREGUESIAS DE PONTINHA E FAMÕES,111602,FAMÕES,,"NOVA FREG. (L. 66/89, DE 25 AGO.); SAÍDA DAS FREG. DE CANEÇAS E DE ODIVELAS",Retificação do limite (L. 44/84 de 31-12-1984),ODIVELAS,,
2388,111608,UNIÃO DAS FREGUESIAS DE PONTINHA E FAMÕES,111605,PONTINHA,,"FREG. (L. 44/84, DE 31 DEZ.); SAÍDA DA FREG. DE ODIVELAS; VILA (L. 75/91, DE 16 AGO.)",,ODIVELAS,,
2389,111609,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTO ADRIÃO E OLIVAL DE BASTO,111604,OLIVAL BASTO,,"NOVA FREG. (L. 72/89, DE 28 AGO.); SAÍDA DA FREG. DE PÓVOA DE STO. ADRIÃO",,ODIVELAS,,
2390,111609,UNIÃO DAS FREGUESIAS DE PÓVOA DE SANTO ADRIÃO E OLIVAL DE BASTO,111604,OLIVAL DE BASTO,,"NOVA FREG. (L. 72/89, DE 28 AGO.); SAÍDA DA FREG. DE PÓVOA DE STO. ADRIÃO",,ODIVELAS,,
